Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Date,Qty,Customer,PC,Org,Type
YT308627-002,,,,,,,,,,,,,524.00,524.00,,,,,,,,,,,,23-DEC-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308910,,,,,,,,,,,,,"1,194.00","4,776.00",,,,,,,,,,,,28-OCT-20,4.0,MRC GLOBAL INC US 830,T,LEX,SO
YT320285,,,,,,,,,,,,,"8,995.00","8,995.00",,,,,,,,,,,,05-OCT-20,1.0,COOPER MACHINERY SERVICES,10,LEX,SO
YT322580,,,,,,,,,,,,,420.00,420.00,,,,,,,,,,,,04-SEP-20,1.0,GROVE WORLDWIDE,MW,LEX,SO
YT329677-901,,,,,,,,,,,,,46.00,"1,656.00",,,,,,,,,,,,28-AUG-20,36.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",1,LEX,SO
YT329807,,,,,,,,,,,,,225.00,900.00,,,,,,,,,,,,24-AUG-20,4.0,TOROMONT CAT,1,LEX,SO
YT329807,,,,,,,,,,,,,199.02,199.02,,,,,,,,,,,,18-SEP-20,1.0,C H BULL CO,1,LEX,SO
YT329807,,,,,,,,,,,,,225.00,900.00,,,,,,,,,,,,20-NOV-20,4.0,TOROMONT CAT,1,LEX,SO
YT333089-901,,,,,,,,,,,,,"1,347.00","2,694.00",,,,,,,,,,,,28-AUG-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333089-901,,,,,,,,,,,,,"1,347.00","2,694.00",,,,,,,,,,,,04-SEP-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333089-901,,,,,,,,,,,,,"1,347.00","4,041.00",,,,,,,,,,,,04-SEP-20,3.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333089-901,,,,,,,,,,,,,"1,347.00","2,694.00",,,,,,,,,,,,04-SEP-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333089-901,,,,,,,,,,,,,535.00,"1,605.00",,,,,,,,,,,,02-OCT-20,3.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333089-901,,,,,,,,,,,,,535.00,"1,605.00",,,,,,,,,,,,30-OCT-20,3.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333095-901,,,,,,,,,,,,,19.00,95.00,,,,,,,,,,,,04-SEP-20,5.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT333095-901,,,,,,,,,,,,,19.00,171.00,,,,,,,,,,,,04-SEP-20,9.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT338647-901,,,,,,,,,,,,,62.00,124.00,,,,,,,,,,,,21-AUG-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","2,141.00",,,,,,,,,,,,15-SEP-20,1.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","23,551.00",,,,,,,,,,,,21-SEP-20,11.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","14,987.00",,,,,,,,,,,,27-OCT-20,7.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","4,282.00",,,,,,,,,,,,06-NOV-20,2.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","6,423.00",,,,,,,,,,,,17-NOV-20,3.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","8,564.00",,,,,,,,,,,,18-NOV-20,4.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","10,705.00",,,,,,,,,,,,21-DEC-20,5.0,KOMATSU MINING,5,LEX,SO
YT339920,,,,,,,,,,,,,"2,141.00","2,141.00",,,,,,,,,,,,30-DEC-20,1.0,KOMATSU MINING,5,LEX,SO
YT343007-901,,,,,,,,,,,,,"14,210.00","14,210.00",,,,,,,,,,,,30-OCT-20,1.0,DELTA PARTS & EQUIPMENT INC,4,LEX,SO
YT345367,,,,,,,,,,,,,"52,700.00","52,700.00",,,,,,,,,,,,13-NOV-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",3,LEX,SO
YT348431-901,,,,,,,,,,,,,865.69,"1,731.38",,,,,,,,,,,,09-OCT-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT348436,,,,,,,,,,,,,"5,022.00","10,592.00",,,,,,,,,,,,09-OCT-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT348501,,,,,,,,,,,,,"5,016.00","5,363.00",,,,,,,,,,,,21-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT348551,,,,,,,,,,,,,"5,880.00","6,345.00",,,,,,,,,,,,18-DEC-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT348828,,,,,,,,,,,,,"6,074.00","6,074.00",,,,,,,,,,,,04-DEC-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",5,LEX,SO
YT349810,,,,,,,,,,,,,903.96,"2,711.88",,,,,,,,,,,,18-SEP-20,3.0,DOUGLAS THERMAL PRODUCTS,T,LEX,SO
YT350797-901,,,,,,,,,,,,,"6,020.00","12,040.00",,,,,,,,,,,,22-OCT-20,2.0,C H BULL CO,4,LEX,SO
YT351889,,,,,,,,,,,,,"18,044.00","54,132.00",,,,,,,,,,,,18-SEP-20,3.0,FAIRBANKS MORSE ENG DIV,10,LEX,SO
YT351990-901,,,,,,,,,,,,,36.00,"1,080.00",,,,,,,,,,,,28-AUG-20,30.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT352170,,,,,,,,,,,,,"5,586.00","5,586.00",,,,,,,,,,,,10-JUL-20,1.0,AWC MANUFACTURING INC.,8,LEX,SO
YT352170,,,,,,,,,,,,,"5,586.00","22,344.00",,,,,,,,,,,,16-OCT-20,4.0,AWC MANUFACTURING INC.,8,LEX,SO
YT352170,,,,,,,,,,,,,"5,206.00","5,206.00",,,,,,,,,,,,16-OCT-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT352170,,,,,,,,,,,,,"5,206.00","5,206.00",,,,,,,,,,,,16-OCT-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT352170,,,,,,,,,,,,,"5,586.00","67,032.00",,,,,,,,,,,,06-NOV-20,12.0,AWC MANUFACTURING INC.,8,LEX,SO
YT352171C,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,1.0,YOUNG TOUCHSTONE,CH,LEX,SO
YT352172,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,1.0,YOUNG TOUCHSTONE,LWM,LEX,SO
YT352175,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,1.0,YOUNG TOUCHSTONE,GK,LEX,SO
YT352185,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,1.0,YOUNG TOUCHSTONE,PI,LEX,SO
YT357206,,,,,,,,,,,,,"2,424.20","9,696.80",,,,,,,,,,,,11-SEP-20,4.0,C H BULL CO,7,LEX,SO
YT359570,,,,,,,,,,,,,"5,225.00","15,675.00",,,,,,,,,,,,28-AUG-20,3.0,HITACHI CONSTRUCTION,5,LEX,SO
YT362067,,,,,,,,,,,,,"25,518.00","76,554.00",,,,,,,,,,,,04-SEP-20,3.0,FAIRBANKS MORSE ENG DIV,10,LEX,SO
YT362067,,,,,,,,,,,,,"25,518.00","153,108.00",,,,,,,,,,,,18-SEP-20,6.0,FAIRBANKS MORSE ENG DIV,10,LEX,SO
YT362067,,,,,,,,,,,,,"25,518.00","25,518.00",,,,,,,,,,,,02-OCT-20,1.0,FAIRBANKS MORSE ENG DIV,10,LEX,SO
YT363978-816,,,,,,,,,,,,,46.00,184.00,,,,,,,,,,,,21-AUG-20,4.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT363978-816,,,,,,,,,,,,,46.00,598.00,,,,,,,,,,,,24-AUG-20,13.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT363978-816,,,,,,,,,,,,,46.00,598.00,,,,,,,,,,,,24-AUG-20,13.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT363978-816,,,,,,,,,,,,,46.00,368.00,,,,,,,,,,,,24-AUG-20,8.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT363978-816,,,,,,,,,,,,,46.00,598.00,,,,,,,,,,,,24-AUG-20,13.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT363978-816,,,,,,,,,,,,,46.00,460.00,,,,,,,,,,,,25-SEP-20,10.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT365039,,,,,,,,,,,,,"1,367.00","4,101.00",,,,,,,,,,,,19-AUG-20,3.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,6,LEX,SO
YT365039,,,,,,,,,,,,,"1,367.00","8,202.00",,,,,,,,,,,,19-AUG-20,6.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,6,LEX,SO
YT365041,,,,,,,,,,,,,"2,694.00","37,716.00",,,,,,,,,,,,10-SEP-20,14.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,6,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365065,,,,,,,,,,,,,"2,032.00","4,064.00",,,,,,,,,,,,26-AUG-20,2.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,5,LEX,SO
YT365130,,,,,,,,,,,,,"8,011.00","8,011.00",,,,,,,,,,,,11-SEP-20,1.0,GREER INDUSTRIES INC,3,LEX,SO
YT365240,,,,,,,,,,,,,"3,325.00","3,325.00",,,,,,,,,,,,27-AUG-20,1.0,GS GLOBAL RESOURCES,3,LEX,SO
YT365326,,,,,,,,,,,,,"3,906.62","3,906.62",,,,,,,,,,,,11-SEP-20,1.0,DEHN ENGINEERING SALES CO,3,LEX,SO
YT365349,,,,,,,,,,,,,"3,742.00","7,484.00",,,,,,,,,,,,21-OCT-20,2.0,NORMAN EQUIPMENT,3,LEX,SO
YT365442,,,,,,,,,,,,,"1,523.96","6,095.84",,,,,,,,,,,,18-SEP-20,4.0,DOUGLAS THERMAL PRODUCTS,T,LEX,SO
YT365477,,,,,,,,,,,,,"3,045.00","6,090.00",,,,,,,,,,,,18-SEP-20,2.0,PIONEER MACHINERY AND SUPPLY,3,LEX,SO
YT365735,,,,,,,,,,,,,"8,728.36","8,728.36",,,,,,,,,,,,03-OCT-20,1.0,NORMAN EQUIPMENT,3,LEX,SO
YT404601-150,,,,,,,,,,,,,0.37,370.00,,,,,,,,,,,,28-AUG-20,1000.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT404601-150,,,,,,,,,,,,,0.37,370.00,,,,,,,,,,,,16-OCT-20,1000.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT404601-175,,,,,,,,,,,,,0.98,"1,274.00",,,,,,,,,,,,18-SEP-20,1300.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT404601-175,,,,,,,,,,,,,0.98,65.66,,,,,,,,,,,,04-DEC-20,67.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT404602-100-D,,,,,,,,,,,,,3.00,12.00,,,,,,,,,,,,28-AUG-20,4.0,NAVAL AIR WARFARE CENTER,FS,LEX,SO
YT404602-150-D,,,,,,,,,,,,,3.00,18.00,,,,,,,,,,,,28-AUG-20,6.0,NAVAL AIR WARFARE CENTER,FS,LEX,SO
YT404602-175,,,,,,,,,,,,,0.59,295.00,,,,,,,,,,,,16-OCT-20,500.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT404602-S,,,,,,,,,,,,,3.00,18.00,,,,,,,,,,,,28-AUG-20,6.0,NAVAL AIR WARFARE CENTER,SP,LEX,SO
YT405492-02.94-AB-816,,,,,,,,,,,,,206.00,206.00,,,,,,,,,,,,26-AUG-20,1.0,CUMMINS SALES & SERVICE,1,LEX,SO
YT405492-03.37-AB-816,,,,,,,,,,,,,95.00,380.00,,,,,,,,,,,,28-AUG-20,4.0,CATERPILLAR INC,1,LEX,SO
YT406653-001,,,,,,,,,,,,,"1,412.00","13,230.00",,,,,,,,,,,,25-SEP-20,9.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT406669-36-S,,,,,,,,,,,,,281.00,281.00,,,,,,,,,,,,28-AUG-20,1.0,BERG FARMS AND REPAIR,MW,LEX,SO
YT406669-36-S,,,,,,,,,,,,,224.80,224.80,,,,,,,,,,,,17-SEP-20,1.0,C H BULL CO,MW,LEX,SO
YT407696,,,,,,,,,,,,,3.00,150.00,,,,,,,,,,,,08-SEP-20,50.0,THE AFTERMARKET PARTS COMPANY LLC,MM,LEX,SO
YT407721-19-AF,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,18-SEP-20,1.0,C H BULL CO,1,LEX,SO
YT407722-32-AF,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,4.0,DEHN ENGINEERING SALES CO,1,LEX,SO
YT407723-19-AF,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,24-AUG-20,2.0,TOROMONT CAT,1,LEX,SO
YT407723-19-AF,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,20-NOV-20,2.0,TOROMONT CAT,1,LEX,SO
YT409853-001,,,,,,,,,,,,,"2,116.00","8,464.00",,,,,,,,,,,,27-AUG-20,4.0,PROGRESS RAIL MANUFACTURING,6,LEX,SO
YT409853-001,,,,,,,,,,,,,"2,116.00","4,232.00",,,,,,,,,,,,02-SEP-20,2.0,PROGRESS RAIL MANUFACTURING,6,LEX,SO
YT409853-001,,,,,,,,,,,,,"1,805.00","2,116.00",,,,,,,,,,,,04-SEP-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT409853-001,,,,,,,,,,,,,"1,285.00","9,576.00",,,,,,,,,,,,18-SEP-20,6.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT409853-001,,,,,,,,,,,,,"1,805.00","8,464.00",,,,,,,,,,,,15-OCT-20,4.0,PROGRESS RAIL SERVICES CORP,6,LEX,SO
YT410864,,,,,,,,,,,,,2.00,600.00,,,,,,,,,,,,09-SEP-20,300.0,INNIO WAUKESHA GAS ENGINES INC,MA,LEX,SO
YT411149C-901,,,,,,,,,,,,,589.00,589.00,,,,,,,,,,,,25-SEP-20,1.0,PROGRESS RAIL SERVICES CORP,1,LEX,SO
YT414325-811,,,,,,,,,,,,,"2,545.00","2,745.00",,,,,,,,,,,,27-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,5,LEX,SO
YT414325-811,,,,,,,,,,,,,"2,545.00","2,745.00",,,,,,,,,,,,18-SEP-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,5,LEX,SO
YT414325-811,,,,,,,,,,,,,"2,545.00","13,725.00",,,,,,,,,,,,25-SEP-20,5.0,PROGRESS RAIL LOCOMOTIVE INC.,5,LEX,SO
YT415062,,,,,,,,,,,,,"30,722.00","61,444.00",,,,,,,,,,,,23-OCT-20,2.0,CATERPILLAR INC,5,LEX,SO
YT416009,,,,,,,,,,,,,"2,952.00","2,952.00",,,,,,,,,,,,21-AUG-20,1.0,AWC MANUFACTURING INC.,5,LEX,SO
YT416009,,,,,,,,,,,,,"2,952.00","2,952.00",,,,,,,,,,,,21-AUG-20,1.0,AWC MANUFACTURING INC.,5,LEX,SO
YT416009,,,,,,,,,,,,,"2,952.00","2,952.00",,,,,,,,,,,,21-AUG-20,1.0,AWC MANUFACTURING INC.,5,LEX,SO
YT416009,,,,,,,,,,,,,"2,952.00","2,952.00",,,,,,,,,,,,21-AUG-20,1.0,AWC MANUFACTURING INC.,5,LEX,SO
YT416009,,,,,,,,,,,,,"2,952.00","2,952.00",,,,,,,,,,,,21-AUG-20,1.0,AWC MANUFACTURING INC.,5,LEX,SO
YT417315,,,,,,,,,,,,,"1,744.00","3,488.00",,,,,,,,,,,,24-AUG-20,2.0,TOROMONT CAT,1,LEX,SO
YT417315,,,,,,,,,,,,,"1,744.00","3,488.00",,,,,,,,,,,,20-NOV-20,2.0,TOROMONT CAT,1,LEX,SO
YT417324,,,,,,,,,,,,,"39,991.00","45,057.00",,,,,,,,,,,,05-NOV-20,1.0,CATERPILLAR INC,4,LEX,SO
YT417324,,,,,,,,,,,,,"39,991.00","45,057.00",,,,,,,,,,,,05-NOV-20,1.0,CATERPILLAR INC,4,LEX,SO
YT418125-AO-816,,,,,,,,,,,,,220.00,220.00,,,,,,,,,,,,10-SEP-20,1.0,CATERPILLAR INC,1,LEX,SO
YT419543,,,,,,,,,,,,,"1,214.00","9,712.00",,,,,,,,,,,,10-SEP-20,8.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,6,LEX,SO
YT419543,,,,,,,,,,,,,"1,206.00","3,618.00",,,,,,,,,,,,28-DEC-20,3.0,INNIO WAUKESHA GAS ENGINES INC,6,LEX,SO
YT419564,,,,,,,,,,,,,"4,062.24","4,062.24",,,,,,,,,,,,26-AUG-20,1.0,C H BULL CO,10,LEX,SO
YT419564,,,,,,,,,,,,,"4,062.24","4,062.24",,,,,,,,,,,,26-AUG-20,1.0,C H BULL CO,10,LEX,SO
YT420246-AQ-816,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,18-SEP-20,1.0,OHIO CAT,1,LEX,SO
YT420980-025-D,,,,,,,,,,,,,1.30,130.00,,,,,,,,,,,,18-SEP-20,100.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT420980-070-D,,,,,,,,,,,,,2.33,233.00,,,,,,,,,,,,18-SEP-20,100.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT420980-S,,,,,,,,,,,,,0.20,100.00,,,,,,,,,,,,18-SEP-20,500.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,SP,LEX,SO
YT421499,,,,,,,,,,,,,18.00,360.00,,,,,,,,,,,,08-SEP-20,20.0,KOHLER CO,1,LEX,SO
YT422305,,,,,,,,,,,,,"7,819.00","15,638.00",,,,,,,,,,,,17-OCT-20,2.0,POWER TEST INC.,10,LEX,SO
YT423496-807,,,,,,,,,,,,,"30,687.00","61,374.00",,,,,,,,,,,,28-AUG-20,2.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4,LEX,SO
YT423496-807,,,,,,,,,,,,,"30,687.00","61,374.00",,,,,,,,,,,,04-SEP-20,2.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4,LEX,SO
YT423496-807,,,,,,,,,,,,,"30,687.00","61,374.00",,,,,,,,,,,,14-SEP-20,2.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4,LEX,SO
YT423496-807,,,,,,,,,,,,,"30,687.00","61,374.00",,,,,,,,,,,,25-SEP-20,2.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4,LEX,SO
YT423496-807,,,,,,,,,,,,,"30,687.00","61,374.00",,,,,,,,,,,,02-OCT-20,2.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4,LEX,SO
YT425048,,,,,,,,,,,,,"9,083.00","18,166.00",,,,,,,,,,,,28-AUG-20,2.0,C H BULL CO,3,LEX,SO
YT425048,,,,,,,,,,,,,"9,083.00","18,166.00",,,,,,,,,,,,18-SEP-20,2.0,C H BULL CO,3,LEX,SO
YT425056,,,,,,,,,,,,,605.00,"9,075.00",,,,,,,,,,,,25-AUG-20,15.0,CATERPILLAR INC,1,LEX,SO
YT425056,,,,,,,,,,,,,605.00,"1,815.00",,,,,,,,,,,,08-SEP-20,3.0,CATERPILLAR INC,1,LEX,SO
YT425056,,,,,,,,,,,,,605.00,"1,815.00",,,,,,,,,,,,15-SEP-20,3.0,CATERPILLAR INC,1,LEX,SO
YT425131,,,,,,,,,,,,,"2,401.88","9,607.52",,,,,,,,,,,,28-AUG-20,4.0,DEHN ENGINEERING SALES CO,1,LEX,SO
YT427661-002,,,,,,,,,,,,,"2,273.00","38,745.00",,,,,,,,,,,,08-SEP-20,15.0,PROGRESS RAIL SERVICES CORP,6,LEX,SO
YT427661-002,,,,,,,,,,,,,"2,273.00","56,826.00",,,,,,,,,,,,29-SEP-20,22.0,PROGRESS RAIL SERVICES CORP,6,LEX,SO
YT427744,,,,,,,,,,,,,"2,247.00","2,247.00",,,,,,,,,,,,08-DEC-20,1.0,KOMATSU MINING,5,LEX,SO
YT427744,,,,,,,,,,,,,"2,247.00","2,247.00",,,,,,,,,,,,10-DEC-20,1.0,KOMATSU MINING,5,LEX,SO
YT427744,,,,,,,,,,,,,"2,247.00","2,247.00",,,,,,,,,,,,11-DEC-20,1.0,KOMATSU MINING,5,LEX,SO
YT427744,,,,,,,,,,,,,"2,247.00","4,494.00",,,,,,,,,,,,15-DEC-20,2.0,KOMATSU MINING,5,LEX,SO
YT427744,,,,,,,,,,,,,"2,247.00","13,482.00",,,,,,,,,,,,28-DEC-20,6.0,KOMATSU MINING,5,LEX,SO
YT427808,,,,,,,,,,,,,"16,720.00","16,720.00",,,,,,,,,,,,25-SEP-20,1.0,KOHLER CO,5,LEX,SO
YT427808,,,,,,,,,,,,,"16,720.00","16,720.00",,,,,,,,,,,,02-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT427808,,,,,,,,,,,,,"16,720.00","16,720.00",,,,,,,,,,,,05-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT427809,,,,,,,,,,,,,"18,323.00","18,323.00",,,,,,,,,,,,04-SEP-20,1.0,KOHLER CO,5,LEX,SO
YT427810,,,,,,,,,,,,,"20,365.00","20,365.00",,,,,,,,,,,,11-SEP-20,1.0,KOHLER CO,5,LEX,SO
YT427810,,,,,,,,,,,,,"20,365.00","61,095.00",,,,,,,,,,,,25-SEP-20,3.0,KOHLER CO,5,LEX,SO
YT427810,,,,,,,,,,,,,"20,365.00","40,730.00",,,,,,,,,,,,30-SEP-20,2.0,KOHLER CO,5,LEX,SO
YT427810,,,,,,,,,,,,,"20,365.00","20,365.00",,,,,,,,,,,,08-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT427810,,,,,,,,,,,,,"20,365.00","20,365.00",,,,,,,,,,,,09-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT427811,,,,,,,,,,,,,"25,281.00","50,562.00",,,,,,,,,,,,03-SEP-20,2.0,KOHLER CO,5,LEX,SO
YT427811,,,,,,,,,,,,,"25,281.00","75,843.00",,,,,,,,,,,,04-SEP-20,3.0,KOHLER CO,5,LEX,SO
YT427820,,,,,,,,,,,,,"14,690.00","29,380.00",,,,,,,,,,,,11-SEP-20,2.0,KOHLER CO,5,LEX,SO
YT427820,,,,,,,,,,,,,"14,690.00","14,690.00",,,,,,,,,,,,02-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT427820,,,,,,,,,,,,,"14,690.00","14,690.00",,,,,,,,,,,,08-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT429710,,,,,,,,,,,,,"23,156.00","23,156.00",,,,,,,,,,,,22-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT429710,,,,,,,,,,,,,"23,156.00","23,156.00",,,,,,,,,,,,20-OCT-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431205,,,,,,,,,,,,,"4,294.00","42,940.00",,,,,,,,,,,,28-AUG-20,10.0,AWC MANUFACTURING INC.,5,LEX,SO
YT431205,,,,,,,,,,,,,"4,294.00","68,704.00",,,,,,,,,,,,23-NOV-20,16.0,AWC MANUFACTURING INC.,5,LEX,SO
YT431242,,,,,,,,,,,,,"43,934.00","49,189.00",,,,,,,,,,,,27-AUG-20,1.0,CATERPILLAR INC,4,LEX,SO
YT431253,,,,,,,,,,,,,"24,654.00","28,382.52",,,,,,,,,,,,28-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431253,,,,,,,,,,,,,"24,654.00","28,382.52",,,,,,,,,,,,29-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,25-AUG-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,26-AUG-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,27-AUG-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,31-AUG-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,01-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,10-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,17-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,22-OCT-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,30-OCT-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,14-DEC-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431254,,,,,,,,,,,,,"28,694.00","33,113.15",,,,,,,,,,,,15-DEC-20,1.0,CATERPILLAR INC,5,LEX,SO
YT431321-803,,,,,,,,,,,,,"6,190.00","12,380.00",,,,,,,,,,,,28-AUG-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,5,LEX,SO
